# Global Carbon Budget 2020 — National_Carbon_Emissions_2020v1.0.xlsx  — Consumption Emissions
#
# Consumption emissions
# All values in million tonnes of carbon per year. For values in million tonnes of CO2 per year, multiply the values below by 3.664
# 1MtC = 1 million tonne of carbon = 3.664 million tonnes of CO2
# CIte as: Updated from Peters, GP, Minx, JC, Weber, CL and Edenhofer, O 2011. Growth in emission transfers via international trade from 1990 to 2008. Proceedings of the National Academy of Sciences 108, 8903-8908. http://www.pnas.org/content/108/21/8903.abstract
# For an explanation of issues around consumption emissions, see: Peters, GP, Davis, SJ and Andrew, R 2012. A synthesis of carbon in international trade. Biogeosciences, 9, 3247-3276. http://www.biogeosciences.net/9/3247/2012/bg-9-3247-2012.html
# Consumption emissions are computed as in Peters et al. (2011), using 'Territorial Emissions' as reference
# MtC/yr
# Generated with openclimatedata 0.38.1 from the GCB Excel file 'National_Carbon_Emissions_2020v1.0.xlsx' from https://doi.org/10.18160/gcp-2020
# http://openclimatedata.net - https://github.com/openclimatedata/global-carbon-budget
Year,Afghanistan,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,"Bonaire, Saint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cambodia,Canada,Cape Verde,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czech Republic,North Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Micronesia (Federated States of),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Greenland,Grenada,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iraq,Ireland,Iran,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,North Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mexico,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Norway,Occupied Palestinian Territory,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Bolivia,Poland,Portugal,Qatar,Cameroon,South Korea,Moldova,South Sudan,Sudan,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Lucia,Sint Maarten (Dutch part),Samoa,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,Spain,Sri Lanka,Saint Kitts and Nevis,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,Tanzania,USA,Uruguay,Uzbekistan,Vanuatu,Venezuela,Viet Nam,Wallis and Futuna Islands,Yemen,Zambia,Zimbabwe,KP Annex B,Non KP Annex B,OECD,Non-OECD,EU27,Africa,Asia,Central America,Europe,Middle East,North America,Oceania,South America,Bunkers,Statistical Difference,World
2005,,1.557588832,,,,,,36.64191291,1.469649312,,93.14287937,28.97826265,9.430822306,,3.511826554,13.36049386,,16.46206997,58.42850619,,1.268556703,,,,,2.0564398759999998,91.27309447,,1.142794227,12.93390489,0.442688063,,1.645891464,157.3881638,,,,17.10903119,1275.075585,17.76950284,,,,3.601017008,2.264789987,7.804620909,,,2.643428905,,,,18.2549332,,,5.611297273,9.033988785,41.66096355,2.435931106,,,5.132199391,2.117013179,,,,22.21175119,149.9956498,,,,,2.099668438,286.1118143,3.349831739,26.46303958,,,4.386643705,0.498,,,,2.714628567,26.24228702,21.26868676,,315.7976325,86.3098987,,19.28636765,118.3666841,19.72213673,166.5082574,3.402039833,414.9211792,7.3272196,42.3180414,3.352081623,,,15.83094348,2.169063223,0.534074878,3.579805875,,,,,,5.48397576,3.960192153,,,0.902809203,0.532036751,41.0630388,,,1.182821394,,,,1.254657059,137.9952507,2.371920504,,,13.95461535,1.295272594,,1.428373313,,1.264119869,52.2591622,,11.44322857,1.546563142,,25.15773137,,12.38325224,,6.949442472,40.14475128,,-0.294936445,,1.502191057,10.12635562,25.41020642,2.784595071,78.55215957,23.33619075,7.773672552,1.429145011,148.4918969,,,,,28.99751514,337.0177985,0.14049536,,,,,,97.80455075,1.92505958,,,,37.21784381,12.15044498,5.242735123,,,82.32614369,113.5473656,5.257314426,,,,,,23.54612245,30.51967673,,73.50164207,,59.67659588,,0.877465387,,5.044584251,5.737033568,82.75000799,,,,0.957546253,66.72668378,44.945274,198.3013857,2.253616046,1797.448912,2.263452361,,,32.07982553,27.61759852,,,1.063213208,2.768328427,4293.326823,3254.481374,4236.850842,3310.957355,1177.859914,201.0139069,2654.53401,28.44776844,1840.828369,404.9817583,2092.832326,104.5861079,220.5839498,256.0587789,-1.98952e-12,8026.986778
2006,,1.474632901,,,,,,40.74968969,1.455892195,,97.59900676,29.54610267,10.8478977,,3.014554431,14.24186923,,18.42976008,60.99355511,,1.732754643,,,,,2.063252322,93.83236455,,1.234600853,13.83670218,0.492317052,,1.82718148,154.508051,,,,18.02761359,1355.434427,19.00953665,,,,3.12838051,2.256104265,8.760589185,,,2.577210235,,,,19.94517771,,,5.773226895,9.142541155,43.28842311,2.540557217,,,5.422203491,2.337063399,,,,25.63115126,146.8818066,,,,,2.444466837,293.8917131,3.797458935,27.60137047,,,4.532487963,0.516,,,,2.519021798,27.45111418,22.6187244,,339.6296187,89.67113098,,19.17615641,127.8962233,21.01843432,172.4422525,3.96217597,408.2164332,7.088778556,50.12843445,3.848132335,,,16.98260593,2.879456787,0.693983873,4.143525112,,,,,,6.364046896,4.6843383,,,0.772182615,0.531730546,41.41606659,,,1.40410058,,,,1.421607831,141.9756613,2.692613313,,,14.65944706,1.689509675,,1.467749805,,1.175443246,59.69362782,,10.85990161,1.586480824,,19.70783328,,13.20053652,,9.713127506,42.3706582,,-0.366698245,,1.659502932,8.758184646,23.43202636,3.341519351,83.33892199,21.83314699,8.43507565,1.454051507,157.1251693,,,,,32.27550393,341.9508748,0.140398472,,,,,,111.264018,1.75368579,,,,45.01502109,13.07266023,5.762495702,,,89.00981541,116.6901856,5.058773398,,,,,,24.22617462,29.70292641,,71.39116091,,58.57997898,,0.934190868,,3.683812741,5.997393831,87.57440009,,,,1.168604343,69.7594703,47.31226935,202.5005103,2.597148332,1797.210537,2.447890461,,,29.67038877,29.87063259,,,1.279317151,2.856094049,4344.34038,3443.999414,4292.970946,3495.368848,1222.813443,207.7722666,2784.284051,27.35944567,1899.832154,440.2994871,2093.694249,108.4589084,226.6392318,270.3433094,1.13687e-12,8289.995497
2007,,1.473235325,,,,,,42.32678132,2.023859509,,101.1075426,28.07311675,8.513392321,,4.038604291,15.27007719,,19.29025185,61.74773642,,1.789263574,,,,,2.667455086,100.9937112,,1.853323641,14.28121527,0.600817935,,1.992819256,163.5046086,,,,19.15550012,1472.323725,19.25954045,,,,3.557452358,2.114175934,8.541844083,,,2.944868241,,,,18.97570788,,,6.526611375,10.41754778,46.40251758,2.577392079,,,5.744085569,2.319220395,,,,25.60659167,151.6767995,,,,,2.609525805,278.4292333,4.106250945,26.92212563,,,4.534028193,0.537,,,,2.971353929,23.3761535,22.18749502,,367.9843552,98.49576173,,18.87747689,135.7438097,21.24503996,169.9736641,3.947981226,412.7756549,7.054391141,52.33311873,3.959954218,,,18.73990104,2.023312841,0.753602328,4.601953653,,,,,,6.659579908,3.007946822,,,0.891181464,0.532393626,42.89099329,,,1.02229457,,,,1.353587375,137.006343,3.263014976,,,15.31658125,2.051739045,,1.6757579,,1.285354444,49.42069062,,11.05976838,1.640206481,,23.56857337,,14.51952176,,10.82462709,44.72276067,,0.246937142,,1.746533444,10.21900124,24.8007325,2.828991376,86.13814813,20.44895406,9.409405407,1.669652896,165.1340708,,,,,30.96293923,362.0102604,0.147974048,,,,,,102.0451948,1.877109293,,,,29.56911787,13.22274115,5.922209131,,,89.722811,119.4188792,5.075402402,,,,,,24.86715272,31.55561534,,76.39852138,,58.96488797,,1.293209146,,5.348620683,5.940722206,99.33847074,,,,1.204734873,74.81842918,55.63398446,204.4861017,2.472274371,1803.487279,2.404408016,,,31.4665083,31.97076203,,,1.350253616,2.954129971,4375.033068,3650.127515,4315.036271,3710.124312,1199.67545,218.5193411,2946.404301,31.35058347,1907.828865,464.0734287,2103.99823,112.1673109,240.8185232,286.2300216,1.87583e-12,8540.898166
2008,,1.652507901,,,,,,46.44556202,1.821160522,,99.36155206,27.65129411,9.582205756,,4.558735664,15.57610755,,20.97018755,57.1240469,,2.006632619,,,,,3.263824599,113.5443504,,1.895992731,14.53334923,0.670062162,,2.181874425,158.7679588,,,,21.32586746,1606.996422,20.93057598,,,,3.640572282,2.318831508,8.427737481,,,3.341392897,,,,18.27656871,,,6.932215262,9.533515741,50.00383031,2.550790814,,,4.834560864,2.732780945,,,,23.27282605,148.7381001,,,,,2.493593833,275.7919696,4.086202275,27.16612949,,,4.364319608,0.545,,,,2.951117509,25.54789252,22.25392522,,392.6829052,111.6254768,,17.26587936,139.1750454,22.65283388,169.7016701,3.849174153,405.3466414,7.450076611,49.44842917,4.158006739,,,20.06049219,2.182222646,0.88357226,4.451216844,,,,,,6.349565212,7.099000103,,,1.11253361,0.656477764,48.28081004,,,1.631879242,,,,1.466543137,141.4831474,3.516067775,,,16.68703273,2.379799686,,2.009548885,,1.531452517,50.10763812,,11.19148505,1.532394923,,24.14903268,,13.83571864,,11.20233049,45.01011132,,1.453514038,,2.195935252,13.37678934,27.32818543,3.135118605,87.03987608,19.9496827,10.83480371,1.827604243,168.3907668,,,,,31.41469745,366.6284423,0.144054585,,,,,,113.6496049,1.94520123,,,,32.38693335,14.17978715,6.126396894,,,89.59703291,111.1105375,5.588814427,,,,,,23.86995357,32.35195447,,72.61670861,,61.68301487,,1.078784714,,5.443098864,6.584189646,98.03467384,,,,1.319669366,75.18721569,67.06595296,194.0302235,2.999250484,1725.188564,3.026609341,,,36.03056923,36.35317041,,,1.823288517,2.536212053,4258.626165,3919.731074,4203.52123,3974.836009,1181.709681,228.1014274,3130.950533,32.71719745,1886.365931,494.6845496,2025.43967,110.5530371,269.5448934,290.2596322,1.7053e-13,8718.892344
2009,,1.685721506,,,,,,43.67808448,1.590604219,,105.9068734,25.33577588,8.594845969,,5.028113675,16.92447417,,14.86101334,48.48455741,,1.897802288,,,,,1.442561061,104.1164041,,1.752564075,12.01511095,0.758555776,,2.224055083,152.4974881,,,,17.78758117,1807.83355,21.14677134,,,,3.098873856,2.062118919,7.289898021,,,3.571716945,,,,16.8781879,,,6.382240537,10.22174136,53.94260259,2.2331592,,,4.078964685,3.057355811,,,,19.70140717,139.7121629,,,,,2.098582039,253.8357254,3.506526526,30.32335106,,,4.160311645,0.576,,,,2.720571528,22.93357038,18.48434425,,419.9314671,120.3697042,,14.185855,140.8171463,20.8202035,149.6335912,2.41810201,371.3242783,8.023411359,45.96450533,5.021743264,,,19.80156628,3.461608327,1.08235201,3.555231022,,,,,,5.386441761,7.184085426,,,1.019526353,0.728824935,45.78121665,,,1.560858677,,,,1.376246812,134.9238109,3.740217579,,,15.94691314,2.655773362,,1.137752534,,2.022941679,48.43278625,,9.9318199,1.512781261,,22.1291608,,13.34492235,,11.63798014,44.58921748,,4.769557915,,1.970793445,14.10983265,26.15141793,3.516564558,82.6358988,18.20506893,12.41325747,2.126236324,152.0095658,,,,,24.58978414,348.7215535,0.152362588,,,,,,125.1293385,1.721287313,,,,30.2405868,12.71984544,5.407275698,,,95.47520885,95.46745338,5.411049109,,,,,,20.32412303,30.11626096,,65.67015154,,61.47336338,,1.185442196,,8.03767733,6.38511291,91.75830978,,,,1.494883632,64.06686481,53.29454143,179.1741297,2.931078088,1582.695404,2.78708171,,,45.25704086,38.86858868,,,1.553187656,2.201340817,3921.646521,4108.457965,3873.321108,4156.783378,1068.999501,232.4856045,3302.044478,35.33327528,1720.969968,488.7238684,1870.116703,115.8386933,264.5918957,277.8954862,3.06954e-12,8587.387305
2010,,1.653331976,,,,,,47.63876852,1.492884631,,104.5895179,26.87931201,8.216371602,,5.286458405,19.19502527,,16.57023401,52.4990088,,1.993328725,,,,,1.849422875,125.4045385,,1.774094874,11.69426086,0.776440133,,2.694881878,162.4112852,,,,20.20485661,1965.669357,22.96149966,,,,3.377239343,2.184938377,6.870252415,,,3.641149808,,,,17.0367223,,,6.712802638,11.52830931,54.72524065,2.305541769,,,4.783069172,2.692923941,,,,22.66819498,140.7466469,,,,,2.235692708,266.4818823,4.013792724,26.57031363,,,4.306776158,0.678,,,,2.799796462,24.60045756,18.94746611,,432.4807745,118.2828534,,13.26188558,148.276867,22.542939959999998,157.4049231,2.614578275,389.2336751,7.418136274,43.20628249,4.852142036,,,20.41680161,3.228933028,1.197539856,3.614145883,,,,,,5.428475802,6.88588465,,,0.940121969,0.726061722,52.25797858,,,1.471591273,,,,1.380038279,136.1242647,3.995051459,,,16.76932006,2.487752801,,1.079642092,,2.607163693,50.26872591,,10.03472661,1.612985752,,25.69837064,,13.94548052,,10.84691464,44.16450775,,6.830657495,,2.404492878,16.56601092,28.53265669,3.678581236,87.40398888,17.66625199,11.51427999,2.170607091,171.5675901,,,,,24.64233006,367.8444978,0.15649479,,,,,,138.6984491,2.295940993,,,,31.30245328,13.2973309,5.706735998,,,89.95323936,93.62782013,5.760145902,,,,,,23.53401429,29.85905104,,74.45366099,,68.11460503,,1.270289163,,7.753124595,6.960233192,99.7893871,,,,1.633119363,66.80571426,53.00951087,186.0969222,3.192573352,1640.01462,2.800218093,,,43.65380325,42.21326516,,,1.476651498,2.55173401,4068.755133,4396.167546,4032.084494,4432.838184,1103.032384,234.5084198,3538.477903,38.31350249,1785.807615,517.7997449,1938.550169,114.6242445,296.841079,295.0015986,-5.57066e-12,9042.551134
2011,,1.716651761,,,,,,49.82990007,1.557493309,,106.6949301,27.65499518,8.87678048,,3.923981495,20.47311449,,13.83300798,55.80770735,,2.43292288,,,,,1.365807011,132.3266354,,2.100503319,12.43817704,0.742331678,,2.957065721,153.7952979,,,,22.65676503,2170.724571,23.41631377,,,,3.699705519,2.185425229,7.474582832,,,3.203523072,,,,16.61400675,,,6.890508469,12.24248454,57.38771943,2.493098471,,,5.285510373,2.81339988,,,,20.69207069,146.0303116,,,,,2.538345094,266.4029577,4.986033186,23.6294419,,,4.71331371,0.708,,,,2.791727126,22.04466823,18.80238373,,450.1417164,138.4197396,,12.80048985,150.2546277,23.09549838,157.1749856,3.007388756,413.9327902,7.661972946,40.47750869,5.307603729,,,19.18125307,3.568952666,1.38881691,3.547728657,,,,,,6.304477204,2.889561142,,,0.996254647,0.689895759,53.57225182,,,1.660620537,,,,1.599222376,140.2331501,6.296830561,,,17.33256812,2.907339499,,1.034610422,,2.797470709,45.8677501,,10.33005399,1.695375939,,27.12294103,,13.99113047,,11.60708169,44.38847468,,4.051864414,,2.398369989,15.13590801,29.21036593,4.090104024,88.06947224,17.00266905,9.857208854,2.292178871,177.2301122,,,,,25.38048396,387.362092,0.176588974,,,,,,133.0374296,2.503853218,,,,29.77014343,13.55191143,6.260003523,,,90.34861416,91.61575615,7.071056583,,,,,,22.56075225,33.15713998,,72.63585868,,70.16497217,,1.245084971,,6.482535633,6.684845012,105.8997262,,,,1.696986706,71.38891904,58.00802308,171.6045708,3.8992527,1623.945674,3.239035798,,,41.18918474,44.15696479,,,1.911279815,2.895170698,4080.060785,4671.353684,4035.279576,4716.134892,1098.72233,243.26593,3816.496568,35.82551804,1791.775842,522.526803,1917.974122,117.0249841,306.5247014,302.8179451,1.47793e-12,9336.679687
2012,,1.628662488,,,,,,51.33952312,1.723093801,,112.4419083,26.20330976,9.719854679,,3.419449796,21.2997989,,17.35357254,50.29135981,,2.030179018,,,,,1.61577701,139.1223387,,2.267762296,11.90320873,0.816859357,,2.908813657,164.7411685,,,,24.55605676,2252.739901,25.08970162,,,,3.805262704,2.712402107,6.205385307,,,2.631226898,,,,15.04664107,,,7.228348801,12.47139056,60.63657479,2.389115229,,,4.988765599,3.762914581,,,,19.73640356,131.0536907,,,,,2.884974327,251.2306609,6.096750102,21.98973665,,,4.865318597,0.661,,,,3.285340521,30.30961252,17.36361279,,492.4445073,148.2706176,,12.49355314,151.514247,24.60372901,141.8809924,2.889935284,424.2124592,7.533892542,48.04441291,5.366570351,,,20.52532813,4.334960039,1.601999075,3.606149231,,,,,,5.858487868,6.824938028,,,1.191796818,0.590650704,57.9352017,,,2.038794342,,,,1.417959126,148.1201493,9.593265188,,,17.78009441,3.073469113,,1.359764776,,2.782321341,45.05317092,,10.71395995,1.741139367,,22.81169674,,13.66792147,,14.91294677,45.13785185,,7.448595836,,2.466631897,17.06681606,31.27320673,4.39494027,85.79599376,15.58315572,12.4284164,2.390380871,173.5259547,,,,,23.86128706,401.9527667,0.19608679,,,,,,148.0794793,2.59394622,,,,33.18258421,12.54518193,5.391004904,,,90.59892015,84.93975778,7.565215992,,,,,,21.37273114,31.26749153,,72.13950689,,75.56948454,,2.249797423,,6.593878987,6.528484376,108.054858,,,,1.753335623,71.43839726,62.13759743,174.7752512,4.586147758,1563.279279,3.7152535,,,49.18031728,42.80766129,,,1.770651261,2.89180804,3989.709782,4912.178835,3943.744848,4958.143769,1025.8892,247.4840175,3994.275021,40.24693533,1737.973263,553.2099444,1876.140597,123.1558682,329.4029698,300.4931642,-2.27374e-12,9486.899797
2013,,1.630920021,,,,,,52.80440571,1.703506804,,106.2914803,25.68682434,10.13938796,,3.675653738,23.12020071,,18.11934954,49.66616176,,2.146105969,,,,,4.392593778,147.8007777,,2.30046769,10.3436988,1.121043302,,3.438905497,166.00933559999999,,,,24.9012658,2310.815306,27.74661964,,,,3.638386955,3.980659658,6.020814267,,,2.140785466,,,,15.13800622,,,6.915322755,12.92548534,58.43985659,2.353641506,,,4.997570857,4.295407093,,,,18.96795779,128.9627828,,,,,2.886346969,251.3621014,5.733260278,19.00410534,,,5.059536824,0.576,,,,3.209195273,31.84510801,16.97958323,,496.923611,122.2331735,,12.31655619,150.3695595,22.2041748,131.1817612,2.985532108,411.9764607,9.147277404,53.35573626,6.402704494,,,21.95305169,4.328565893,2.056638977,3.450954595,,,,,,5.737101203,6.644167154,,,1.322588023,0.817957659,64.41560056,,,1.503385067,,,,1.447355723,148.0496837,11.51034078,,,17.63626077,4.048384277,,2.115034166,,3.477790769,43.91908805,,10.57654201,1.554323457,,32.31271534,,13.24934609,,15.96573556,44.23886408,,6.496181327,,2.508069928,15.12944515,34.22405801,4.539015138,82.66102708,15.00229452,11.4858071,2.383575754,175.027504,,,,,21.11651112,391.6682188,0.21350292,,,,,,151.8437018,2.626698078,,,,32.86692163,12.6980719,5.233747852,,,88.9569026,76.95442171,7.256485272,,,,,,20.34638571,34.99055974,,71.35341553,,78.13200617,,1.975766574,,6.376423562,7.169294609,108.8863377,,,,1.765745604,71.07346458,65.01625402,168.2533438,5.342552256,1588.026286,3.48813265,,,46.8808145,49.52261342,,,2.210967631,3.446418052,3946.506733,5009.35616,3916.164935,5039.697957,988.0358657,262.8793512,4049.149017,38.58854377,1687.021068,560.5475534,1902.085305,116.8680223,338.7240315,304.98128,2.95586e-12,9548.92158
2014,,1.767080959,,,,,,52.51437927,1.690692965,,107.0680015,24.83569428,10.79519161,,3.994810165,24.19971382,,18.34727711,48.36327909,,2.054514801,,,,,4.796849972,155.3509578,,2.471455038,10.75689939,1.14065267,,3.674231984,163.757183,,,,23.79096215,2323.790594,28.26154123,,,,3.627387052,4.056007723,5.683314335,,,2.131679701,,,,14.3979391,,,6.892689169,13.77275124,63.28596866,2.336127344,,,4.904024614,4.818125552,,,,18.44332607,121.7763118,,,,,3.063090958,242.5240716,5.72326759,17.95108103,,,5.25550507,0.591,,,,3.23002313,31.85441578,16.87386703,,540.3216063,123.8893559,,11.88833892,161.8792582,21.80470566,126.5749951,2.728883932,394.9855747,9.441034312,57.23726255,6.590822227,,,21.74436859,4.506677797,2.10214229,3.382194976,,,,,,5.80116909,6.363551444,,,1.276037418,0.791479794,65.59866088,,,1.497189172,,,,1.441958433,145.4232077,7.82319807,,,17.56742325,5.075248264,,2.468892011,,3.757960295,42.72122336,,10.66065293,1.598245281,,33.09061513,,13.17231562,,17.42687182,45.33826498,,6.758630382,,2.579638902,16.66320405,35.28578502,4.820533123,79.67750236,14.95528261,14.79888541,2.786700839,176.8583577,,,,,21.07448298,387.1268667,0.22181714,,,,,,168.0565587,2.793221898,,,,32.6725799,12.49215108,4.879149886,,,92.0622654,76.70661639,7.86044803,,,,,,19.68675929,33.75594816,,71.77471878,,76.59410598,,2.013488196,,7.34716136,7.364531005,110.6777022,,,,1.869020844,61.15751702,64.56023906,160.9638133,5.306136883,1597.792636,3.280315847,,,50.27328308,52.18373521,,,2.371692497,3.608284144,3883.153735,5135.143356,3866.726225,5151.570865,956.3420948,275.1660223,4100.32982,39.77465272,1632.632914,594.3844341,1906.973026,117.7286544,351.3075667,307.6690553,7.56017e-12,9619.234884
2015,,1.540504194,,,,,,55.01905693,1.564570362,,108.0429828,25.06155344,11.10767368,,4.719435393,25.62413561,,17.32025277,48.029101,,2.230591547,,,,,4.379672343,142.0678179,,2.22959784,11.19636238,1.22313596,,4.021264153,158.6358733,,,,24.56778832,2321.864061,26.83031799,,,,3.422866017,3.778129823,5.667164838,,,2.04444245,,,,13.8025988,,,7.009747449,13.23734933,62.51777841,2.357997115,,,4.515623433,4.918939897,,,,17.7684741,120.0792824,,,,,3.095575721,239.0387314,5.609296348,17.34648554,,,5.577354777,0.669,,,,3.318568849,29.93368123,17.30367019,,564.2328959,145.1232094,,11.33398764,164.0628378,21.96385201,125.8575947,2.591023156,377.3862676,9.129077172,67.0285623,6.965413279,,,24.60509296,4.411122438,3.056902364,3.341071958,,,,,,5.920514281,6.484373482,,,1.338738803,0.776983687,64.45334331,,,1.404382383,,,,1.413696557,139.9436022,6.481937328,,,17.52718871,4.384665174,,2.378455957,,3.23135121,42.35094404,,10.52691814,1.737850226,,33.91494512,,13.32549905,,18.40769265,49.29293817,,6.56429208,,2.651301463,16.25608927,37.25735425,5.131842244,78.98781384,15.44244214,17.91449543,2.797970987,177.0661991,,,,,21.04723211,378.7954026,0.252860262,,,,,,184.5592017,2.870400814,,,,31.14361152,12.67322444,4.899415904,,,87.87187784,78.02282597,8.142163425,,,,,,19.2035186,32.65303305,,69.81161327,,75.52385603,,2.029722637,,8.174512099,7.672686536,113.5405496,,,,1.926974428,53.37517269,65.85223694,155.5255218,5.313613306,1563.563208,3.111404196,,,50.4704308,54.44883507,,,2.26335809,3.632206269,3797.203885,5197.910024,3794.942956,5200.170953,948.8228314,270.6583028,4137.532723,40.75421177,1601.358218,624.7544717,1862.142683,118.569901,339.3433984,318.2515666,5.68434e-12,9609.56511
2016,,1.492004826,,,,,,53.16680903,1.507399478,,105.149878,25.1981401,10.73637138,,4.955281113,26.22107681,,16.76495924,46.52683885,,2.393982217,,,,,4.633134257,137.2525627,,2.298714099,10.53155172,1.255444541,,4.173717645,154.0629618,,,,24.79137784,2335.027017,30.02262745,,,,3.420221084,4.223454301,5.717276907,,,2.009552865,,,,13.9086199,,,7.044946388,12.87874027,67.04102974,2.307744939,,,4.677919941,5.3471397,,,,17.87478655,118.970511,,,,,3.117619633,238.2006135,5.548852997,16.98286974,,,5.743435071,0.749,,,,3.171683693,28.27520503,17.17773405,,595.0449346,159.6800195,,11.60457881,162.7703658,21.6047094,123.6850135,2.439552031,371.5147828,8.706123347,64.00658688,7.13326397,,,26.36108144,4.096667665,4.128664989,3.277405444,,,,,,5.809816506,6.243293553,,,1.278107708,0.811323049,65.67680562,,,1.319344136,,,,1.458776412,135.9299297,6.714856768,,,17.27248043,4.706434214,,2.444336163,,3.968054649,41.46230584,,10.2623915,1.765795265,,34.99456206,,13.41674562,,17.42845186,57.72624057,,6.285124628,,2.830352189,16.62515267,39.01552581,5.616700395,79.08094181,14.96118627,19.94202423,2.89833736,179.9198886,,,,,20.6043068,387.5430479,0.285720524,,,,,,164.4641897,2.869781328,,,,28.91201881,12.52771867,4.977483845,,,87.57862431,74.74913922,8.797969408,,,,,,18.95170395,31.94377735,,70.33701756,,73.71870583,,2.022809644,,8.027659589,7.481033669,117.9893231,,,,1.986225237,56.09930978,63.27542223,147.7999524,5.218884984,1531.074549,3.034446209,,,48.05755881,52.72283184,,,2.381311193,3.321833522,3742.569153,5242.655047,3733.221666,5252.002534,937.0306535,277.3358835,4197.338693,40.20616269,1592.090451,607.4969723,1821.06744,115.4122695,334.2763276,323.6577623,-5.11591e-13,9612.557975
2017,,1.688319744,,,,,,53.16398778,1.551230052,,106.0682701,25.93407779,10.63880662,,5.095091239,27.65574244,,16.76781857,46.96609201,,2.468944159,,,,,4.855770741,139.4678402,,2.728820153,10.87302926,1.400159647,,4.501901246,157.0383313,,,,24.85155401,2381.166449,27.93191116,,,,3.508007228,4.306412085,5.878694152,,,2.08940255,,,,13.76599341,,,6.998728708,12.81979322,68.6637587,2.191576112,,,4.953144749,5.697010169,,,,17.41994156,122.0563888,,,,,3.044496627,237.700023,5.019742413,17.18310318,,,5.991093049,0.786,,,,3.248064697,28.99958731,17.84681174,,614.7608772,150.5848495,,11.49430774,178.4837942,21.66569742,124.7309323,2.370644076,366.9541981,9.266281274,65.43743718,7.135123427,,,26.81401998,4.145483133,4.870984866,3.355788595,,,,,,5.868354494,6.348881552,,,1.381115519,0.85404049,65.75376087,,,1.385372206,,,,1.522855551,131.2130634,8.429563032,,,17.96333235,4.724698176,,2.442951762,,4.311000354,41.2698087,,10.61220299,1.737116581,,35.96177403,,13.32089976,,17.50210983,65.77638073,,6.571863401,,3.031285765,16.55065461,41.64075349,5.866850785,81.19817543,15.80712447,19.42984143,2.870941573,183.1181857,,,,,21.39055658,394.122508,0.286720524,,,,,,166.5292287,2.825121249,,,,29.50935998,12.8621369,5.007889527,,,90.34202244,77.92297275,8.832097099,,,,,,19.14832189,32.57350075,,72.6564214,,75.46283924,,2.057852724,,7.590477848,7.597805022,122.4284386,,,,2.059701043,55.50346135,57.99360612,146.3473497,5.398847088,1526.071795,2.999901776,,,44.08806362,51.89479234,,,2.669850949,3.213370608,3755.595067,5341.309242,3741.879614,5355.024695,950.4573253,284.5059224,4274.426018,40.2075717,1610.781183,625.2081088,1814.32319,116.6804731,330.7718429,340.7740544,1.19371e-12,9742.4533
