# Global Carbon Budget 2020 — National_Carbon_Emissions_2020v1.0.xlsx  — Emissions Transfers
#
# Emissions transfers
# All values in million tonnes of carbon per year. For values in million tonnes of CO2 per year, multiply the values below by 3.664
# 1MtC = 1 million tonne of carbon = 3.664 million tonnes of CO2
# CIte as: Updated from Peters, GP, Minx, JC, Weber, CL and Edenhofer, O 2011. Growth in emission transfers via international trade from 1990 to 2008. Proceedings of the National Academy of Sciences 108, 8903-8908. http://www.pnas.org/content/108/21/8903.abstract
# For an explanation of issues around consumption emissions, see: Peters, GP, Davis, SJ and Andrew, R 2012. A synthesis of carbon in international trade. Biogeosciences, 9, 3247-3276. http://www.biogeosciences.net/9/3247/2012/bg-9-3247-2012.html
#
# MtC/yr
# Generated with openclimatedata 0.38.1 from the GCB Excel file 'National_Carbon_Emissions_2020v1.0.xlsx' from https://doi.org/10.18160/gcp-2020
# http://openclimatedata.net - https://github.com/openclimatedata/global-carbon-budget
Year,Afghanistan,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,"Bonaire, Saint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cambodia,Canada,Cape Verde,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czech Republic,North Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Micronesia (Federated States of),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Greenland,Grenada,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iraq,Ireland,Iran,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,North Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mexico,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Norway,Occupied Palestinian Territory,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Bolivia,Poland,Portugal,Qatar,Cameroon,South Korea,Moldova,South Sudan,Sudan,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Lucia,Sint Maarten (Dutch part),Samoa,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,Spain,Sri Lanka,Saint Kitts and Nevis,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,Tanzania,USA,Uruguay,Uzbekistan,Vanuatu,Venezuela,Viet Nam,Wallis and Futuna Islands,Yemen,Zambia,Zimbabwe,KP Annex B,Non KP Annex B,OECD,Non-OECD,EU27,Africa,Asia,Central America,Europe,Middle East,North America,Oceania,South America,Bunkers,Statistical Difference,World
2004,,-0.304318551,,,,,,8.391817761,-0.171154065,,10.58726177,-7.105767423,-1.086648037,,1.865776286,-3.199991806,,-1.099746004,-24.35724091,,-0.293948661,,,,,-1.40881246,4.680013649,,0.175389168,1.090982967,-0.33178476,,-0.654936308,5.590536778,,,,0.236535661,239.8122304,-0.914020567,,,,-1.436748356,-0.034533886,-1.17402873,,,-0.366877054,,,,-3.840708482,,,0.025959357,-0.750887065,5.138306229,-0.76241455,,,-0.298947318,-0.487100012,,,,-5.696450387,-35.32566882,,,,,-0.666701131,-49.64893918,-1.295724583,3.779647842,,,-0.878646942,0.0,,,,-0.520655325,-12.29935814,-4.790938264,,22.51817625,7.988383701,,-5.687848404,4.743456206,-4.017267936,-30.61012858,-0.214872614,-60.84245246,-1.575060926,13.34898444,-0.874862164,,,2.618541875,-0.232282344,-0.164702316,-1.763666037,,,,,,-1.755913452,-0.356257351,,,-0.176955454,-0.25737576,8.178853361,,,-0.196041131,,,,-0.497784512,-7.024752664,0.058591963,,,-1.229481662,-0.627991628,,-0.920175877,,-0.483150248,-2.227927748,,-0.953703021,-0.325625701,,3.89584045,,0.15786151,,1.013162826,-1.542753672,,1.337893481,,-0.413508047,-0.348328935,-4.665638872,0.38258729,9.940475497,-3.952137202,5.526466084,-0.340996873,-12.85006733,,,,,2.013155967,86.98149484,0.0,,,,,,10.92013709,-0.310412861,,,,-18.07468529,-0.302387784,-0.552803795,,,34.5165706,-10.06176962,-1.609182064,,,,,,-8.53450132,-17.76053598,,-6.446585549,,3.56087826,,-0.247506281,,3.781207837,0.11542931,-8.759840815,,,,-0.37838137,25.8868624,-9.37493885,-44.51354839,-0.702156146,-120.2264522,-0.566617111,,,11.14941432,-1.751778116,,,-0.43903712,-0.04741518,-296.3124433,279.3273822,-440.0067244,423.0216633,-181.7826867,32.76370934,168.8994198,1.006097185,-132.4346169,2.960431839,-121.6606681,9.633558753,21.84700695,0,0,0
2005,,-0.411588832,,,,,,7.417639494,-0.275280044,,12.34660051,-7.364607647,-0.073174927,,1.892928069,-3.077593321,,0.286592369,-24.13219406,,-0.622519235,,,,,-0.939439876,2.091117316,,0.186205773,0.891539064,-0.136507185,,-0.888891464,-0.064347286,,,,-0.474998434,300.0249719,-1.377684065,,,,-1.76603896,-0.218789987,-1.437235926,,,-0.451480032,,,,-4.200522748,,,-0.724804107,-0.854372893,3.383172569,-0.717052348,,,-0.513853252,-0.764631389,,,,-6.643274609,-33.61670252,,,,,-0.730400107,-49.65205752,-1.493002919,4.631656629,,,-1.082055342,0.0,,,,-0.6467387,-14.3068811,-4.727603973,,28.18439154,7.395472441,,-6.143481421,8.142580868,-4.295242871,-30.04382605,-0.559097999,-62.83158401,-1.74968178,12.90199182,-1.076252681,,,3.592211148,-0.664254201,-0.169171219,-1.44916279,,,,,,-1.638158089,-0.65630349,,,-0.43190481,-0.284746698,8.542558366,,,-0.45840661,,,,-0.355657059,-11.3595547,-0.031934267,,,-1.517641552,-0.811992876,,-0.798373313,,-0.449302576,-3.826027612,,-1.189123996,-0.381243013,,3.706115174,,-0.395491091,,1.092750809,-3.366302432,,2.134752813,,-0.470561417,-0.100954701,-5.412582567,0.509745678,9.646876152,-4.37222178,6.060956021,-0.448995135,-23.12463064,,,,,-0.969547522,85.30091911,0.0,,,,,,10.23441202,-0.413166157,,,,-27.26484381,-0.438968204,-0.617156138,,,31.19040653,-12.70344513,-1.999892469,,,,,,-8.848290383,-18.02288771,,-3.686215078,,1.553243627,,-0.407598848,,5.311037462,0.340664214,-10.64280353,,,,-0.406798164,18.73130964,-13.70141685,-42.75350569,-0.790705187,-123.8973354,-0.700728302,,,12.63182716,-1.728118126,,,-0.451295248,0.151879586,-321.6000149,306.4136326,-470.9269086,455.7405263,-189.7344557,26.40221976,208.7077831,1.568759805,-146.9991079,0.626693907,-135.3212373,11.15747651,18.67102984,0,0,0
2006,,-0.425632901,,,,,,6.905602885,-0.25458488,,9.573658725,-8.558567589,-0.17415197,,2.285692346,-2.863821195,,-0.919618668,-27.17648162,,-0.719833689,,,,,-0.935252322,-0.506390755,,0.058399147,0.326840152,-0.1221659,,-1.00918148,1.319017997,,,,-0.568109221,385.2173241,-2.086901284,,,,-1.216375971,-0.397104265,-2.338795043,,,-0.332894053,,,,-3.728746335,,,-0.563976536,-1.256442732,4.751838398,-0.707342438,,,-0.998402886,-0.885933232,,,,-6.96728042,-33.4427107,,,,,-0.780676208,-54.26360416,-1.297450888,3.095255491,,,-1.209532806,0.0,,,,-0.645921241,-16.01178009,-6.266273228,,25.95386032,4.882173394,,-6.183815307,9.601201686,-4.056380982,-37.31010225,-0.802457051,-62.46626779,-1.486310782,10.36537542,-1.299947103,,,3.047167892,-1.400482293,-0.215677415,-1.876676259,,,,,,-2.431729525,-1.426618796,,,-0.317426856,-0.281240801,7.41844924,,,-0.676495648,,,,-0.431607831,-11.90873553,-0.125534622,,,-1.712173961,-1.166911063,,-0.831749805,,-0.505105129,-12.56302647,,-0.634375131,-0.380742262,,6.986883506,,-1.059493791,,0.943634859,-3.143932338,,2.377359556,,-0.592720181,-1.044563251,-5.276482311,0.73076766,8.647298402,-4.156385299,8.812786639,-0.429912347,-30.04932053,,,,,-3.595702339,96.45342522,0.0,,,,,,6.446671886,-0.546872915,,,,-33.26702109,-1.422198874,-1.083858761,,,32.88499581,-18.27899447,-1.83998066,,,,,,-9.577084769,-17.31927929,,-3.442376995,,3.56982311,,-0.524664122,,7.892084863,0.171408724,-10.70508106,,,,-0.518116829,21.0348357,-14.08704152,-47.60758513,-0.992619774,-145.7228122,-0.647648479,,,14.04142426,-2.815400862,,,-0.670233055,-0.027254194,-378.0065368,371.2336293,-542.866362,536.0934546,-232.5870508,30.68665549,271.8236269,4.743096116,-182.4303996,0.802340963,-156.3125298,8.939283593,14.9750189,0,0,0
2007,,-0.428235325,,,,,,5.229375886,-0.63188083,,8.019766563,-7.80494323,-0.200522172,,3.267632579,-3.631941816,,-1.940380584,-28.86122944,,-0.610325043,,,,,-1.513455086,-3.581388027,,0.414676359,0.931897388,-0.166710096,,-1.050551431,-1.326505239,,,,0.142247698,400.424815,-2.835184551,,,,-1.384613504,-0.330175934,-1.761327589,,,-0.614377432,,,,-4.062314945,,,-1.081646261,-1.224028757,4.335798077,-0.708978414,,,-0.329630493,-0.725512265,,,,-7.38598496,-41.18650951,,,,,-0.872414359,-46.06479421,-1.480895779,4.353075016,,,-1.219464865,0.0,,,,-0.62464146,-11.48411814,-6.169856931,,26.39762958,4.360475864,,-5.868434952,4.352758027,-4.105327495,-36.86959603,-1.014239152,-57.28321908,-1.203678032,9.883333055,-1.356137331,,,1.695354154,-0.244307754,-0.253908753,-2.246061441,,,,,,-2.347956722,0.085280235,,,-0.404439281,-0.267969629,7.008557479,,,-0.275645223,,,,-0.347587375,-6.060160654,0.033585461,,,-1.59144793,-1.454799979,,-1.0317579,,-0.583733723,-2.317202541,,-1.081634021,-0.398275498,,2.15990398,,-1.901812696,,1.176022305,-2.188872603,,1.717120226,,-0.643487046,-0.79661087,-5.487393225,0.49438468,5.665481186,-3.451022022,7.757470083,-0.113447158,-30.48522309,,,,,-1.366734736,75.8510424,0.0,,,,,,3.442563767,-0.549793512,,,,-16.60011787,-2.006827809,-1.205778533,,,37.13315916,-18.86410339,-1.758996762,,,,,,-10.41821592,-19.7192708,,-1.689483551,,4.015960138,,-0.879248447,,6.997344745,0.52334983,-13.98456559,,,,-0.46510885,16.98397625,-19.26288394,-51.85270817,-0.913777676,-130.8809357,-0.781451946,,,9.451568866,-4.520622382,,,-0.840535546,-0.270174139,-382.744092,381.2484349,-523.2819567,521.7862996,-220.4428142,28.8389121,313.5717254,2.282605818,-203.4502032,-16.86465414,-138.2676016,6.938132542,5.455425931,0,0,0
2008,,-0.486507901,,,,,,4.893411776,-0.299656701,,11.01437793,-7.567122489,0.09317634,,3.542368831,-3.212332444,,-3.040379074,-24.31758886,,-0.845384416,,,,,-2.034824599,-9.738469309,,0.558007269,0.22635532,-0.196663884,,-1.143395601,-1.675462039,,,,-1.997630562,405.8829191,-2.740058518,,,,-1.459603903,-0.519831508,-1.978889849,,,-0.964959171,,,,-4.296500879,,,-1.400278504,-1.462270113,3.294589549,-0.802705488,,,-0.012476465,-0.981590769,,,,-7.276751115,-40.28547604,,,,,-1.044839469,-42.52059009,-1.65009949,3.162811997,,,-1.391308248,0.0,,,,-0.626424096,-13.86919831,-6.55228356,,32.19075665,2.337885598,,-4.338410444,6.815705784,-4.099292296,-39.72624137,-0.907134077,-69.126793,-1.795623708,13.07785393,-1.452845221,,,2.400824322,-0.122107204,-0.303183151,-2.215185585,,,,,,-2.206780878,-4.043528939,,,-0.602552952,-0.359787714,6.986127643,,,-0.882116098,,,,-0.438543137,-6.93629419,-0.236405112,,,-2.244897363,-1.784859537,,-1.102548885,,-0.616789745,-2.214212621,,-0.931573206,-0.341004282,,1.716680733,,-1.450976551,,0.290762649,-2.609389459,,0.542556113,,-1.028371388,-2.277093757,-6.231033249,0.424003716,3.065199969,-3.581488778,6.702613347,-0.346640611,-30.34967664,,,,,-2.611591689,80.06762067,0.0,,,,,,4.346140134,-0.651796876,,,,-16.67393335,-2.852501576,-1.153685526,,,45.40358226,-19.23711769,-2.317030504,,,,,,-9.990042112,-20.14826726,,-1.636150624,,0.575804667,,-0.663179364,,6.591523126,0.057028196,-13.61295034,,,,-0.561041022,13.65904875,-25.04397418,-45.33698496,-1.384778788,-106.5915001,-0.788436728,,,10.00927986,-5.44583438,,,-1.248628061,-0.429532256,-363.0446091,369.2997333,-504.9810299,511.2361541,-224.3711745,30.97185429,306.4647823,0.205620642,-201.1076209,-20.45342546,-115.2032564,10.08280472,-4.705635027,0,0,0
2009,,-0.524721506,,,,,,5.161762677,-0.399738498,,5.300366727,-6.914938527,0.099649118,,2.640426014,-3.510699063,,1.897365123,-19.07861672,,-0.667471036,,,,,-0.390287631,-5.838353903,,0.361447607,0.477730483,-0.259050153,,-0.977790018,-4.421723962,,,,0.20365874,309.7460811,-1.344173082,,,,-0.984007141,-0.557118919,-1.329799376,,,-1.264457783,,,,-3.553798499,,,-0.97458264,-1.350938097,1.382098728,-0.510274557,,,-0.165479594,-1.295719913,,,,-4.438207066,-35.65892199,,,,,-0.424208405,-38.17095541,-1.460181553,-1.842250376,,,-1.037490632,0.0,,,,-0.51731814,-11.58538286,-4.353622166,,20.16278624,1.655084878,,-2.673972258,8.441852494,-3.390905891,-34.28856196,-0.252766814,-54.00772089,-2.200196456,15.21061175,-1.755437531,,,3.930673669,-1.622804437,-0.355185325,-1.521410716,,,,,,-1.832192865,-4.278020649,,,-0.540843148,-0.430101202,7.97107647,,,-0.869655505,,,,-0.364246812,-5.037606238,-0.171989886,,,-1.577861502,-1.989856531,,-0.300752534,,-0.896094843,-1.98962538,,-0.444255832,-0.299667962,,-1.6911524,,-1.366203099,,-0.580502074,-2.225939953,,-2.471699135,,-0.734030344,-0.134070806,-5.274631975,0.167295829,3.774499842,-2.593645446,6.308601544,-0.326310391,-13.70050601,,,,,-1.111581022,68.51778007,0.0,,,,,,2.011575456,-0.43498158,,,,-5.6505868,-2.41551531,-0.950457461,,,41.60433368,-14.34267853,-1.878438779,,,,,,-7.433534371,-18.23451545,,1.717092632,,4.923813531,,-0.43739689,,4.030917376,0.252880343,-5.688539703,,,,-0.676161402,11.61367576,-8.125259649,-44.26850231,-1.356058811,-84.05028233,-0.618049572,,,1.023396316,-5.344335311,,,-0.896451621,-0.706823448,-308.0469367,324.0226165,-410.4750381,426.4507179,-188.8196687,25.12504774,253.8215902,-3.016889644,-171.1847901,3.347725404,-93.50961253,4.856110896,-3.463502243,0,0,0
2010,,-0.439331976,,,,,,3.32551532,-0.332199588,,6.082643331,-7.225425308,0.144132765,,2.648812213,-4.459339312,,0.666772496,-21.23235209,,-0.645363541,,,,,-0.611341804,-13.16649483,,0.425905126,1.368765994,-0.220534964,,-1.321925586,-10.78741798,,,,-0.73712863,354.3477536,-2.143152496,,,,-1.332010543,-0.529938377,-1.124930452,,,-1.433450226,,,,-3.621796048,,,-1.097510855,-2.023558671,-0.465495566,-0.581457429,,,0.343830559,-0.963363285,,,,-5.173803239,-34.56246862,,,,,-0.541071449,-39.22485851,-1.363481748,0.002149243,,,-1.277935875,0.0,,,,-0.627706222,-13.66603417,-4.721571445,,25.61859314,-1.423060732,,-1.867800264,5.662682347,-3.905685225,-39.04028774,-0.519246703,-57.88308662,-1.791950481,25.26996159,-1.646365663,,,3.947888532,-1.505991453,-0.378690551,-1.280936615,,,,,,-1.627509957,-3.823850181,,,-0.411098048,-0.445942542,6.84063441,,,-0.766962763,,,,-0.312038279,-9.546067641,-0.223231045,,,-1.41189648,-1.768895048,,-0.234642092,,-1.290463561,-0.564048467,,-0.493846736,-0.393283375,,4.955017218,,-1.327670986,,1.912388181,-2.094445385,,-4.35447966,,-1.033916186,-0.968155161,-5.893123456,0.317244554,3.918823338,-3.204085707,8.114516818,-0.352368305,-17.10230551,,,,,-1.637493391,72.3533226,0.0,,,,,,2.599571489,-0.309021519,,,,-15.84945328,-2.783352379,-1.237182639,,,37.4839899,-16.19195943,-2.198382491,,,,,,-9.057424942,-17.56386775,,-2.177557244,,1.869634903,,-0.561856303,,5.06308665,0.436745866,-13.98697647,,,,-0.658878438,13.45583664,-10.43930124,-46.35246211,-1.302583254,-84.86839153,-1.081683328,,,6.587184826,-5.06449597,,,-0.777257864,-0.405385589,-320.9545094,333.6710665,-447.7397277,460.4562848,-195.7699813,27.47800428,281.1117582,-5.120544013,-174.9773824,-5.238053837,-105.2018772,5.588796596,-10.9241446,0,0,0
2011,,-0.343651761,,,,,,2.100715032,-0.201358483,,3.614228429,-8.577964258,0.123136522,,3.891707971,-5.037431088,,3.117522838,-27.13793176,,-1.099192514,,,,,-0.266272456,-14.97964636,,0.504496681,2.075481152,-0.160932536,,-1.563705385,0.882920166,,,,-1.345683152,391.5568792,-2.65218291,,,,-1.704791287,-0.454425229,-1.829812295,,,-1.085764416,,,,-4.551469911,,,-1.071931098,-2.035610098,0.209842739,-0.718951678,,,-0.139461059,-0.793200415,,,,-5.226554303,-47.17703429,,,,,-0.40850356,-45.48948887,-1.922094631,2.175573737,,,-1.646063957,0.0,,,,-0.435142379,-10.26803156,-5.068173674,,31.86518597,0.246556025,,-2.415057916,7.780317355,-4.374227275,-41.9895393,-0.754221387,-68.91228613,-1.864000824,25.20241164,-1.779202759,,,4.362040942,-1.50740609,-0.524469108,-1.417434021,,,,,,-2.409532613,0.143887226,,,-0.347532437,-0.378793498,5.769304354,,,-0.956998173,,,,-0.530222376,-8.092090814,-0.448989404,,,-1.854511834,-2.059263425,,-0.280020903,,-1.37238895,0.274644616,,-0.982463604,-0.383881799,,8.23960455,,-1.569361963,,2.929794744,-2.178173099,,-1.335669177,,-0.979505087,-1.773802549,-6.354562891,0.287109812,3.074642053,-2.867119425,11.88066593,-0.512378477,-16.63953673,,,,,-0.948648307,67.046518,0.0,,,,,,2.786535986,-0.369757979,,,,-21.50814343,-3.150177524,-1.794855845,,,39.00426575,-13.9564089,-3.008119258,,,,,,-9.141838333,-21.97113464,,0.094831496,,-0.896230352,,-0.561700692,,6.257289038,0.281402853,-13.24627309,,,,-0.65329982,12.65934554,-11.83582377,-43.3830124,-1.783503765,-105.0334469,-1.15011122,,,5.317404586,-4.569674812,,,-1.152160507,-0.307749013,-375.1929674,385.2900582,-494.0666959,504.1637868,-219.5870364,30.46890063,309.9637915,-1.793363725,-204.0308108,2.310737965,-112.2426176,2.631764824,-17.21131195,0,0,0
2012,,-0.354662488,,,,,,0.984398275,-0.154247731,,-1.495881576,-7.860215773,-0.154253151,,4.038952097,-4.735574004,,-0.1569716,-22.33591365,,-0.764165627,,,,,-0.230242476,-13.5497405,,0.323251778,1.292481368,-0.101805361,,-1.453158204,-9.245258783,,,,-2.802841533,376.5994286,-3.330102379,,,,-1.824117989,-0.436402107,-0.988469634,,,-0.656638369,,,,-4.177754786,,,-1.362152327,-2.331447814,-3.225295604,-0.623529931,,,-0.162080174,-1.549502482,,,,-5.756560036,-31.85613472,,,,,-0.633044664,-29.09825897,-2.189441197,2.96389315,,,-1.710672659,0.0,,,,-0.832108899,-18.64406032,-4.597052162,,37.38634906,-4.607105767,,-2.065171277,12.42788172,-4.193090768,-32.28636668,-0.730320361,-67.92620084,-1.03468238,19.30014013,-2.095054246,,,6.787166528,-1.605749938,-0.674629922,-1.555054558,,,,,,-1.947235427,-3.863311632,,,-0.44401472,-0.281328956,0.965551065,,,-1.284952992,,,,-0.335959126,-12.6672073,-0.032424031,,,-1.669903334,-2.259939187,,-0.441671293,,-1.289477642,0.205297218,,-0.888514145,-0.500643809,,8.937926872,,-1.37580559,,1.105255017,-3.141155334,,-4.782767202,,-1.054708914,-2.286290629,-7.144700177,0.550285707,3.272841259,-1.947068495,12.76358555,-0.709643745,-14.23778401,,,,,-0.319886125,56.52599853,0.0,,,,,,5.626714331,-0.584430116,,,,-20.04258421,-2.714073434,-1.072840063,,,35.25778447,-8.834219821,-3.253548391,,,,,,-8.629279334,-19.73508913,,-2.413369859,,-1.831894644,,-1.645095185,,5.839515116,0.651211723,-11.53023761,,,,-0.763437493,11.51810003,-2.81401122,-41.64319751,-2.112849999,-98.33152968,-1.369978036,,,2.941499893,-5.775485391,,,-0.818387138,-0.801508515,-336.9298124,343.4186949,-446.8869078,453.3757903,-166.2740251,21.38684516,274.8242724,-6.526798062,-161.4956529,23.17753327,-120.2439958,-2.384395722,-22.24892593,0,0,0
2013,,-0.285920021,,,,,,-0.907109655,-0.192861608,,2.317465815,-7.197280247,-0.528401063,,4.836048477,-6.258410251,,-0.722120995,-21.64367155,,-0.813355188,,,,,-2.847031594,-12.68976023,,-0.21846769,1.296450675,-0.339337024,,-1.944422271,-8.714847047,,,,-2.605532183,362.9092807,-3.186351729,,,,-1.555214446,-1.380659658,-0.984072452,,,-0.35193065,,,,-3.748940716,,,-1.170323611,-2.182619978,-1.980359753,-0.690540406,,,0.338660888,-1.625974741,,,,-4.843787666,-29.21797951,,,,,-0.700553151,-24.47447067,-1.863231894,3.303496639,,,-1.625513237,0.0,,,,-0.686070401,-19.7529693,-5.051415789,,56.67599468,-10.00854735,,-2.154082678,15.76310035,-4.470910053,-30.86278954,-0.667780796,-53.1601399,-2.648215453,16.11682018,-2.917324951,,,3.5880924,-1.692524488,-0.963121073,-1.436219622,,,,,,-2.096198165,-3.831974941,,,-0.464374167,-0.500743803,-0.436666062,,,-0.838035577,,,,-0.337355723,-14.280669,0.377975015,,,-1.606057755,-2.94113097,,-1.405111844,,-1.780522205,1.309590389,,-0.958382376,-0.366704458,,1.010921538,,-0.972491478,,0.715684856,-3.176824309,,-3.394098172,,-1.096457756,-3.413039137,-8.07980226,0.489882383,5.282597463,-1.857675826,11.08457994,-1.000056819,-13.58103759,,,,,-0.135099111,50.24578009,0.0,,,,,,-4.244020613,-0.483272634,,,,-18.02892163,-2.987963382,-1.088301997,,,35.46065854,-7.968663716,-3.250467179,,,,,,-8.041163147,-23.2040321,,-1.018346183,,-0.056477473,,-1.394777968,,5.969570425,0.162992732,-14.66674572,,,,-0.741037566,10.06579656,-4.471459674,-37.82185773,-2.638369859,-83.10562673,-1.442961336,,,3.023694911,-11.06922593,,,-1.185818967,-0.275962109,-293.3992896,302.0452778,-399.9606221,408.6066103,-149.2809209,7.893227821,280.1813616,-4.1866751,-151.9757666,5.486154512,-106.1011428,1.359083439,-24.01025471,0,0,0
2014,,-0.233080959,,,,,,-1.013995558,-0.173251308,,0.496652295,-7.345402944,-0.703695159,,4.506242651,-6.192433359,,-1.130126662,-21.94097476,,-0.63076773,,,,,-2.927294805,-12.36677924,,-0.035455038,1.570974431,-0.3458856,,-1.895733347,-6.567723756,,,,-2.660291041,356.4387228,-3.438311975,,,,-1.512607952,-1.398007723,-0.851167698,,,-0.2390509,,,,-4.155761635,,,-0.985029149,-1.980240548,-2.712205264,-0.658324097,,,0.214956987,-1.53826923,,,,-5.440088273,-30.73466337,,,,,-0.664853069,-26.17994663,-1.696386737,3.517203837,,,-1.552291002,0.0,,,,-0.681244441,-19.43884492,-4.902603082,,55.24333491,-10.12757258,,-1.84867557,13.31627338,-4.807134036,-31.63481951,-0.63305046,-50.26670407,-2.373918017,18.8477771,-2.831767858,,,3.100977565,-1.751606979,-0.920570456,-1.421869109,,,,,,-2.229261302,-3.681996896,,,-0.429377176,-0.51270922,0.211335103,,,-0.83059647,,,,-0.293958433,-14.11076612,0.25158086,,,-1.289421282,-2.821066147,,-1.456686955,,-1.685800163,0.610657743,,-0.983304554,-0.343338601,,1.795470483,,-0.913416593,,-0.939474276,-3.228326057,,-3.795796797,,-1.089947309,-3.275269195,-7.670569934,0.53377003,4.907900415,-1.86891933,14.12567665,-0.917068632,-16.77432695,,,,,0.058818683,55.65394894,0.0,,,,,,-3.78365047,-0.392554009,,,,-17.6045799,-3.306971678,-1.185935827,,,39.45648133,-7.083197799,-3.032407761,,,,,,-7.858823861,-23.0478606,,-0.474640909,,-0.176443685,,-1.402664506,,5.301526427,0.247929375,-11.96715065,,,,-0.750845694,9.143981164,-5.633863483,-41.1337078,-2.604100141,-79.85616836,-1.463644582,,,-0.017703435,-8.629475986,,,-1.210195152,-0.340651936,-290.2648705,300.1779495,-402.5099644,412.4230434,-153.8602146,12.99799695,279.5454592,-4.860156072,-155.5204771,5.543979316,-100.5346582,-0.486652259,-26.77241285,0,0,0
2015,,-0.303504194,,,,,,-2.517513264,-0.180190769,,1.551656162,-6.971150455,-0.95522559,,4.197617423,-5.745689834,,-1.317780005,-20.46869051,,-0.572198799,,,,,-2.899117177,-6.911237922,,-0.33159784,1.957098319,-0.323142969,,-1.716057835,-1.456031969,,,,-2.287992769,320.9308925,-3.339288211,,,,-1.401269636,-1.211129823,-0.797964323,,,-0.144843788,,,,-4.200664165,,,-0.599281927,-2.14568817,-2.664054498,-0.525193868,,,-0.199737943,-1.454572738,,,,-5.728705071,-27.77553361,,,,,-0.47856224,-21.83994353,-1.211175556,3.111457942,,,-1.367129366,0.0,,,,-0.566924678,-18.3641094,-4.577793183,,50.85053271,-6.746558705,,-0.81397392,10.83104502,-4.237371488,-27.58025357,-0.424915238,-43.6577428,-2.232242747,11.73184063,-2.516572541,,,1.66808412,-1.606116582,-0.653559906,-1.356163387,,,,,,-2.291381422,-3.937111228,,,-0.378078561,-0.47143553,-0.788446352,,,-0.930775429,,,,-0.264696557,-8.400318652,-0.138157657,,,-0.871095331,-2.663711473,,-1.31794917,,-1.589950657,3.054802652,,-0.745478761,-0.304943546,,-2.927094787,,-0.948180166,,-1.594367137,-2.84771013,,-3.59568053,,-0.999823843,-2.965638757,-6.650780194,0.168640712,6.465010221,-1.170045742,10.94906779,-0.684461189,-14.56786798,,,,,0.166094818,64.12517873,0.0,,,,,,-8.410561977,-0.183078631,,,,-14.18661152,-3.261587751,-1.182837689,,,35.37870076,-3.872348572,-2.730005129,,,,,,-7.375801495,-22.08174672,,0.373002563,,1.794130476,,-1.296523947,,4.140175917,0.317111544,-9.465237409,,,,-0.692829777,7.736145142,-0.439924471,-40.21694883,-2.410362908,-86.37101483,-1.295026912,,,-3.827572866,-4.111611361,,,-1.090979674,-0.310574062,-252.7113877,267.975148,-361.2091838,376.4729441,-131.7228428,7.28097661,257.6338464,-4.645162872,-124.7296789,1.266109117,-96.22736546,0.8061774,-26.121142,0,0,0
