Code,Year,Emissions,Source
KHM,2013,1.494,CDIAC
KHM,2014,1.778,CDIAC
KHM,2015,2.305,CDIAC
KHM,2016,2.654,CDIAC
KHM,2017,2.734,BP
KHM,2018,2.837,BP
KIR,1959,,CDIAC
KIR,1960,,CDIAC
KIR,1961,0.002,CDIAC
KIR,1962,0.003,CDIAC
KIR,1963,0.005,CDIAC
KIR,1964,0.005,CDIAC
KIR,1965,0.003,CDIAC
KIR,1966,0.003,CDIAC
KIR,1967,0.006,CDIAC
KIR,1968,0.009,CDIAC
KIR,1969,0.003,CDIAC
KIR,1970,0.006,CDIAC
KIR,1971,0.008,CDIAC
KIR,1972,0.007,CDIAC
KIR,1973,0.010,CDIAC
KIR,1974,0.009,CDIAC
KIR,1975,0.009,CDIAC
KIR,1976,0.009,CDIAC
KIR,1977,0.006,CDIAC
KIR,1978,0.006,CDIAC
KIR,1979,0.007,CDIAC
KIR,1980,0.008,CDIAC
KIR,1981,0.008,CDIAC
KIR,1982,0.007,CDIAC
KIR,1983,0.006,CDIAC
KIR,1984,0.006,CDIAC
KIR,1985,0.006,CDIAC
KIR,1986,0.005,CDIAC
KIR,1987,0.006,CDIAC
KIR,1988,0.006,CDIAC
KIR,1989,0.006,CDIAC
KIR,1990,0.006,CDIAC
KIR,1991,0.006,CDIAC
KIR,1992,0.007,CDIAC
KIR,1993,0.008,CDIAC
KIR,1994,0.008,CDIAC
KIR,1995,0.008,CDIAC
KIR,1996,0.008,CDIAC
KIR,1997,0.008,CDIAC
KIR,1998,0.008,CDIAC
KIR,1999,0.008,CDIAC
KIR,2000,0.009,CDIAC
KIR,2001,0.008,CDIAC
KIR,2002,0.011,CDIAC
KIR,2003,0.012,CDIAC
KIR,2004,0.013,CDIAC
KIR,2005,0.016,CDIAC
KIR,2006,0.018,CDIAC
KIR,2007,0.016,CDIAC
KIR,2008,0.018,CDIAC
KIR,2009,0.015,CDIAC
KIR,2010,0.016,CDIAC
KIR,2011,0.015,CDIAC
KIR,2012,0.014,CDIAC
KIR,2013,0.014,CDIAC
KIR,2014,0.016,CDIAC
KIR,2015,0.017,CDIAC
KIR,2016,0.018,CDIAC
KIR,2017,0.018,BP
KIR,2018,0.019,BP
KNA,1959,,CDIAC
KNA,1960,,CDIAC
KNA,1961,,CDIAC
KNA,1962,,CDIAC
KNA,1963,,CDIAC
KNA,1964,,CDIAC
KNA,1965,,CDIAC
KNA,1966,,CDIAC
KNA,1967,,CDIAC
KNA,1968,,CDIAC
KNA,1969,,CDIAC
KNA,1970,,CDIAC
KNA,1971,,CDIAC
KNA,1972,,CDIAC
KNA,1973,,CDIAC
KNA,1974,,CDIAC
KNA,1975,,CDIAC
KNA,1976,,CDIAC
KNA,1977,,CDIAC
KNA,1978,,CDIAC
KNA,1979,,CDIAC
KNA,1980,,CDIAC
KNA,1981,0.015,CDIAC
KNA,1982,0.018,CDIAC
KNA,1983,0.014,CDIAC
KNA,1984,0.014,CDIAC
KNA,1985,0.014,CDIAC
KNA,1986,0.016,CDIAC
KNA,1987,0.015,CDIAC
KNA,1988,0.018,CDIAC
KNA,1989,0.018,CDIAC
KNA,1990,0.029,CDIAC
KNA,1991,0.029,CDIAC
KNA,1992,0.030,CDIAC
KNA,1993,0.031,CDIAC
KNA,1994,0.033,CDIAC
KNA,1995,0.035,CDIAC
KNA,1996,0.036,CDIAC
KNA,1997,0.039,CDIAC
KNA,1998,0.041,CDIAC
KNA,1999,0.044,CDIAC
KNA,2000,0.047,CDIAC
KNA,2001,0.048,CDIAC
KNA,2002,0.054,CDIAC
KNA,2003,0.054,CDIAC
KNA,2004,0.058,CDIAC
KNA,2005,0.054,CDIAC
KNA,2006,0.055,CDIAC
KNA,2007,0.059,CDIAC
KNA,2008,0.059,CDIAC
KNA,2009,0.061,CDIAC
KNA,2010,0.060,CDIAC
KNA,2011,0.063,CDIAC
KNA,2012,0.060,CDIAC
KNA,2013,0.061,CDIAC
KNA,2014,0.063,CDIAC
KNA,2015,0.064,CDIAC
KNA,2016,0.065,CDIAC
KNA,2017,0.066,BP
KNA,2018,0.066,BP
KOR,1959,3.063,CDIAC
KOR,1960,3.423,CDIAC
KOR,1961,3.943,CDIAC
KOR,1962,4.711,CDIAC
KOR,1963,5.754,CDIAC
KOR,1964,6.058,CDIAC
KOR,1965,6.817,CDIAC
KOR,1966,8.183,CDIAC
KOR,1967,9.583,CDIAC
KOR,1968,10.152,CDIAC
KOR,1969,11.591,CDIAC
KOR,1970,14.661,CDIAC
KOR,1971,15.980,CDIAC
KOR,1972,16.451,CDIAC
KOR,1973,19.932,CDIAC
KOR,1974,20.642,CDIAC
KOR,1975,22.321,CDIAC
KOR,1976,25.456,CDIAC
KOR,1977,28.846,CDIAC
KOR,1978,30.950,CDIAC
KOR,1979,36.359,CDIAC
KOR,1980,36.815,CDIAC
KOR,1981,38.149,CDIAC
KOR,1982,38.751,CDIAC
KOR,1983,41.222,CDIAC
KOR,1984,44.773,CDIAC
KOR,1985,48.713,CDIAC
KOR,1986,49.856,CDIAC
KOR,1987,52.658,CDIAC
KOR,1988,60.674,CDIAC
KOR,1989,64.478,CDIAC
KOR,1990,67.532,CDIAC
KOR,1991,71.517,CDIAC
KOR,1992,77.018,CDIAC
KOR,1993,87.838,CDIAC
KOR,1994,93.958,CDIAC
KOR,1995,102.072,CDIAC
KOR,1996,109.588,CDIAC
KOR,1997,116.754,CDIAC
KOR,1998,99.222,CDIAC
KOR,1999,108.713,CDIAC
KOR,2000,121.572,CDIAC
KOR,2001,122.421,CDIAC
KOR,2002,126.536,CDIAC
KOR,2003,126.203,CDIAC
KOR,2004,130.624,CDIAC
KOR,2005,125.366,CDIAC
KOR,2006,127.076,CDIAC
KOR,2007,134.649,CDIAC
KOR,2008,138.041,CDIAC
KOR,2009,138.309,CDIAC
KOR,2010,154.465,CDIAC
KOR,2011,160.591,CDIAC
KOR,2012,159.288,CDIAC
KOR,2013,161.446,CDIAC
KOR,2014,160.084,CDIAC
KOR,2015,162.498,CDIAC
KOR,2016,168.657,CDIAC
KOR,2017,174.832,BP
KOR,2018,179.800,BP
KP Annex B,1959,1886.440,CDIAC
KP Annex B,1960,1978.984,CDIAC
KP Annex B,1961,2026.783,CDIAC
KP Annex B,1962,2123.919,CDIAC
KP Annex B,1963,2252.079,CDIAC
KP Annex B,1964,2363.148,CDIAC
KP Annex B,1965,2455.206,CDIAC
KP Annex B,1966,2552.130,CDIAC
KP Annex B,1967,2646.077,CDIAC
KP Annex B,1968,2775.066,CDIAC
KP Annex B,1969,2937.208,CDIAC
KP Annex B,1970,3136.580,CDIAC
KP Annex B,1971,3212.605,CDIAC
KP Annex B,1972,3354.178,CDIAC
KP Annex B,1973,3509.883,CDIAC
KP Annex B,1974,3470.393,CDIAC
KP Annex B,1975,3412.423,CDIAC
KP Annex B,1976,3584.359,CDIAC
KP Annex B,1977,3644.686,CDIAC
KP Annex B,1978,3742.112,CDIAC
KP Annex B,1979,3818.826,CDIAC
KP Annex B,1980,3772.395,CDIAC
KP Annex B,1981,3637.319,CDIAC
KP Annex B,1982,3549.210,CDIAC
KP Annex B,1983,3550.034,CDIAC
KP Annex B,1984,3620.232,CDIAC
KP Annex B,1985,3703.523,CDIAC
KP Annex B,1986,3702.917,CDIAC
KP Annex B,1987,3770.187,CDIAC
KP Annex B,1988,3868.154,CDIAC
KP Annex B,1989,3895.494,CDIAC
KP Annex B,1990,4045.874,CDIAC
KP Annex B,1991,3963.643,CDIAC
KP Annex B,1992,3829.265,CDIAC
KP Annex B,1993,3786.392,CDIAC
KP Annex B,1994,3743.247,CDIAC
KP Annex B,1995,3767.071,CDIAC
KP Annex B,1996,3837.969,CDIAC
KP Annex B,1997,3808.011,CDIAC
KP Annex B,1998,3806.742,CDIAC
KP Annex B,1999,3827.320,CDIAC
KP Annex B,2000,3885.367,CDIAC
KP Annex B,2001,3890.506,CDIAC
KP Annex B,2002,3901.014,CDIAC
KP Annex B,2003,3960.139,CDIAC
KP Annex B,2004,3998.512,CDIAC
KP Annex B,2005,4004.937,CDIAC
KP Annex B,2006,3999.444,CDIAC
KP Annex B,2007,4025.468,CDIAC
KP Annex B,2008,3927.032,CDIAC
KP Annex B,2009,3645.491,CDIAC
KP Annex B,2010,3779.525,CDIAC
KP Annex B,2011,3738.006,CDIAC
KP Annex B,2012,3683.200,CDIAC
KP Annex B,2013,3684.514,CDIAC
KP Annex B,2014,3624.543,CDIAC
KP Annex B,2015,3576.761,CDIAC
KP Annex B,2016,3535.677,CDIAC
KP Annex B,2017,3533.812,BP
KP Annex B,2018,3563.905,BP
KWT,1959,1.037,CDIAC
KWT,1960,2.128,CDIAC
KWT,1961,2.722,CDIAC
KWT,1962,3.897,CDIAC
KWT,1963,4.643,CDIAC
KWT,1964,6.909,CDIAC
KWT,1965,9.659,CDIAC
KWT,1966,9.586,CDIAC
KWT,1967,6.938,CDIAC
KWT,1968,6.120,CDIAC
KWT,1969,7.317,CDIAC
KWT,1970,6.829,CDIAC
KWT,1971,7.401,CDIAC
KWT,1972,7.536,CDIAC
KWT,1973,6.611,CDIAC
KWT,1974,5.271,CDIAC
KWT,1975,4.589,CDIAC
KWT,1976,5.037,CDIAC
KWT,1977,4.695,CDIAC
KWT,1978,5.724,CDIAC
KWT,1979,4.811,CDIAC
KWT,1980,6.718,CDIAC
KWT,1981,6.861,CDIAC
KWT,1982,5.756,CDIAC
KWT,1983,5.879,CDIAC
KWT,1984,7.720,CDIAC
KWT,1985,7.934,CDIAC
KWT,1986,9.615,CDIAC
KWT,1987,8.564,CDIAC
KWT,1988,8.959,CDIAC
KWT,1989,9.763,CDIAC
KWT,1990,10.318,CDIAC
KWT,1991,4.071,CDIAC
KWT,1992,8.091,CDIAC
KWT,1993,13.409,CDIAC
KWT,1994,15.073,CDIAC
KWT,1995,14.899,CDIAC
KWT,1996,13.623,CDIAC
KWT,1997,14.921,CDIAC
KWT,1998,14.072,CDIAC
KWT,1999,14.689,CDIAC
KWT,2000,14.570,CDIAC
KWT,2001,15.689,CDIAC
KWT,2002,15.824,CDIAC
KWT,2003,16.273,CDIAC
KWT,2004,17.224,CDIAC
KWT,2005,19.423,CDIAC
KWT,2006,20.030,CDIAC
KWT,2007,20.435,CDIAC
KWT,2008,22.461,CDIAC
KWT,2009,23.732,CDIAC
KWT,2010,24.365,CDIAC
KWT,2011,23.543,CDIAC
KWT,2012,27.312,CDIAC
KWT,2013,25.735,CDIAC
KWT,2014,23.944,CDIAC
KWT,2015,25.186,CDIAC
KWT,2016,26.762,CDIAC
KWT,2017,26.642,BP
KWT,2018,26.764,BP
LAO,1959,0.021,CDIAC
LAO,1960,0.022,CDIAC
LAO,1961,0.031,CDIAC
LAO,1962,0.036,CDIAC
LAO,1963,0.040,CDIAC
LAO,1964,0.047,CDIAC
LAO,1965,0.049,CDIAC
LAO,1966,0.064,CDIAC
LAO,1967,0.087,CDIAC
LAO,1968,0.046,CDIAC
LAO,1969,0.087,CDIAC
LAO,1970,0.156,CDIAC
LAO,1971,0.115,CDIAC
LAO,1972,0.133,CDIAC
LAO,1973,0.141,CDIAC
LAO,1974,0.080,CDIAC
LAO,1975,0.069,CDIAC
LAO,1976,0.061,CDIAC
LAO,1977,0.063,CDIAC
LAO,1978,0.063,CDIAC
LAO,1979,0.061,CDIAC
LAO,1980,0.051,CDIAC
LAO,1981,0.041,CDIAC
LAO,1982,0.043,CDIAC
LAO,1983,0.049,CDIAC
LAO,1984,0.050,CDIAC
LAO,1985,0.056,CDIAC
LAO,1986,0.057,CDIAC
LAO,1987,0.058,CDIAC
LAO,1988,0.058,CDIAC
LAO,1989,0.063,CDIAC
LAO,1990,0.140,CDIAC
LAO,1991,0.149,CDIAC
LAO,1992,0.162,CDIAC
LAO,1993,0.166,CDIAC
LAO,1994,0.173,CDIAC
LAO,1995,0.183,CDIAC
LAO,1996,0.205,CDIAC
LAO,1997,0.216,CDIAC
LAO,1998,0.224,CDIAC
LAO,1999,0.231,CDIAC
LAO,2000,0.262,CDIAC
LAO,2001,0.289,CDIAC
LAO,2002,0.317,CDIAC
LAO,2003,0.332,CDIAC
LAO,2004,0.349,CDIAC
LAO,2005,0.365,CDIAC
LAO,2006,0.478,CDIAC
LAO,2007,0.500,CDIAC
LAO,2008,0.580,CDIAC
LAO,2009,0.727,CDIAC
LAO,2010,0.819,CDIAC
LAO,2011,0.864,CDIAC
LAO,2012,0.927,CDIAC
LAO,2013,1.094,CDIAC
LAO,2014,1.182,CDIAC
LAO,2015,2.403,CDIAC
LAO,2016,4.780,CDIAC
LAO,2017,4.975,BP
LAO,2018,5.273,BP
LBN,1959,0.668,CDIAC
LBN,1960,0.703,CDIAC
LBN,1961,0.731,CDIAC
LBN,1962,0.778,CDIAC
LBN,1963,0.825,CDIAC
LBN,1964,0.890,CDIAC
LBN,1965,0.904,CDIAC
LBN,1966,0.989,CDIAC
LBN,1967,0.973,CDIAC
LBN,1968,1.008,CDIAC
LBN,1969,1.186,CDIAC
LBN,1970,1.076,CDIAC
LBN,1971,1.447,CDIAC
LBN,1972,1.543,CDIAC
LBN,1973,1.929,CDIAC
LBN,1974,1.934,CDIAC
LBN,1975,1.710,CDIAC
LBN,1976,1.617,CDIAC
LBN,1977,1.470,CDIAC
LBN,1978,1.500,CDIAC
LBN,1979,1.579,CDIAC
LBN,1980,1.607,CDIAC
LBN,1981,1.595,CDIAC
LBN,1982,1.561,CDIAC
LBN,1983,1.895,CDIAC
LBN,1984,1.832,CDIAC
LBN,1985,2.119,CDIAC
LBN,1986,2.041,CDIAC
LBN,1987,2.093,CDIAC
LBN,1988,2.005,CDIAC
LBN,1989,2.107,CDIAC
LBN,1990,2.147,CDIAC
LBN,1991,2.215,CDIAC
LBN,1992,2.655,CDIAC
LBN,1993,2.826,CDIAC
LBN,1994,3.032,CDIAC
LBN,1995,3.345,CDIAC
LBN,1996,3.481,CDIAC
LBN,1997,4.121,CDIAC
LBN,1998,4.445,CDIAC
LBN,1999,4.484,CDIAC
LBN,2000,4.221,CDIAC
LBN,2001,4.478,CDIAC
LBN,2002,4.434,CDIAC
LBN,2003,5.057,CDIAC
LBN,2004,4.697,CDIAC
LBN,2005,4.545,CDIAC
LBN,2006,4.037,CDIAC
LBN,2007,3.753,CDIAC
LBN,2008,4.754,CDIAC
LBN,2009,5.720,CDIAC
LBN,2010,5.458,CDIAC
LBN,2011,5.531,CDIAC
LBN,2012,6.102,CDIAC
LBN,2013,6.058,CDIAC
LBN,2014,6.469,CDIAC
LBN,2015,6.577,CDIAC
LBN,2016,6.669,CDIAC
LBN,2017,6.567,BP
LBN,2018,6.612,BP
LBR,1959,0.039,CDIAC
LBR,1960,0.045,CDIAC
LBR,1961,0.044,CDIAC
LBR,1962,0.069,CDIAC
LBR,1963,0.097,CDIAC
LBR,1964,0.132,CDIAC
LBR,1965,0.152,CDIAC
LBR,1966,0.167,CDIAC
LBR,1967,0.167,CDIAC
LBR,1968,0.241,CDIAC
LBR,1969,0.347,CDIAC
LBR,1970,0.396,CDIAC
LBR,1971,0.416,CDIAC
LBR,1972,0.411,CDIAC
LBR,1973,0.404,CDIAC
LBR,1974,0.470,CDIAC
LBR,1975,0.405,CDIAC
LBR,1976,0.403,CDIAC
LBR,1977,0.402,CDIAC
LBR,1978,0.410,CDIAC
LBR,1979,0.530,CDIAC
LBR,1980,0.556,CDIAC
LBR,1981,0.528,CDIAC
LBR,1982,0.163,CDIAC
LBR,1983,0.193,CDIAC
LBR,1984,0.190,CDIAC
LBR,1985,0.195,CDIAC
LBR,1986,0.197,CDIAC
LBR,1987,0.207,CDIAC
LBR,1988,0.221,CDIAC
LBR,1989,0.180,CDIAC
LBR,1990,0.128,CDIAC
LBR,1991,0.101,CDIAC
LBR,1992,0.106,CDIAC
LBR,1993,0.116,CDIAC
LBR,1994,0.115,CDIAC
LBR,1995,0.116,CDIAC
LBR,1996,0.119,CDIAC
LBR,1997,0.124,CDIAC
LBR,1998,0.132,CDIAC
LBR,1999,0.107,CDIAC
LBR,2000,0.115,CDIAC
LBR,2001,0.122,CDIAC
LBR,2002,0.119,CDIAC
LBR,2003,0.127,CDIAC
LBR,2004,0.149,CDIAC
LBR,2005,0.179,CDIAC
LBR,2006,0.184,CDIAC
LBR,2007,0.171,CDIAC
LBR,2008,0.146,CDIAC
LBR,2009,0.130,CDIAC
LBR,2010,0.208,CDIAC
LBR,2011,0.232,CDIAC
LBR,2012,0.263,CDIAC
LBR,2013,0.239,CDIAC
LBR,2014,0.325,CDIAC
LBR,2015,0.329,CDIAC
LBR,2016,0.371,CDIAC
LBR,2017,0.410,BP
LBR,2018,0.425,BP
LBY,1959,0.118,CDIAC
LBY,1960,0.189,CDIAC
LBY,1961,0.326,CDIAC
LBY,1962,0.286,CDIAC
LBY,1963,0.399,CDIAC
LBY,1964,0.181,CDIAC
LBY,1965,0.277,CDIAC
LBY,1966,0.717,CDIAC
LBY,1967,5.047,CDIAC
LBY,1968,8.219,CDIAC
LBY,1969,9.695,CDIAC
LBY,1970,8.817,CDIAC
LBY,1971,5.903,CDIAC
LBY,1972,4.154,CDIAC
LBY,1973,3.978,CDIAC
LBY,1974,2.548,CDIAC
LBY,1975,3.157,CDIAC
LBY,1976,4.882,CDIAC
LBY,1977,5.473,CDIAC
LBY,1978,5.774,CDIAC
LBY,1979,7.076,CDIAC
LBY,1980,7.309,CDIAC
LBY,1981,7.824,CDIAC
LBY,1982,8.342,CDIAC
LBY,1983,8.228,CDIAC
LBY,1984,7.717,CDIAC
LBY,1985,8.461,CDIAC
LBY,1986,9.251,CDIAC
LBY,1987,8.829,CDIAC
LBY,1988,9.869,CDIAC
LBY,1989,10.117,CDIAC
LBY,1990,9.965,CDIAC
LBY,1991,11.632,CDIAC
LBY,1992,10.105,CDIAC
LBY,1993,10.565,CDIAC
LBY,1994,11.941,CDIAC
LBY,1995,12.470,CDIAC
LBY,1996,11.953,CDIAC
LBY,1997,12.202,CDIAC
LBY,1998,12.325,CDIAC
LBY,1999,12.092,CDIAC
LBY,2000,12.771,CDIAC
LBY,2001,13.039,CDIAC
LBY,2002,12.956,CDIAC
LBY,2003,13.314,CDIAC
LBY,2004,13.634,CDIAC
LBY,2005,14.109,CDIAC
LBY,2006,14.374,CDIAC
LBY,2007,13.466,CDIAC
LBY,2008,15.104,CDIAC
LBY,2009,15.610,CDIAC
LBY,2010,16.682,CDIAC
LBY,2011,10.716,CDIAC
LBY,2012,14.304,CDIAC
LBY,2013,15.284,CDIAC
LBY,2014,16.011,CDIAC
LBY,2015,15.392,CDIAC
LBY,2016,13.659,CDIAC
LBY,2017,14.282,BP
LBY,2018,14.742,BP
LCA,1959,0.003,CDIAC
LCA,1960,0.004,CDIAC
LCA,1961,0.005,CDIAC
LCA,1962,0.005,CDIAC
LCA,1963,0.006,CDIAC
LCA,1964,0.006,CDIAC
LCA,1965,0.007,CDIAC
LCA,1966,0.008,CDIAC
LCA,1967,0.009,CDIAC
LCA,1968,0.010,CDIAC
LCA,1969,0.017,CDIAC
LCA,1970,0.018,CDIAC
LCA,1971,0.019,CDIAC
LCA,1972,0.021,CDIAC
LCA,1973,0.022,CDIAC
LCA,1974,0.020,CDIAC
LCA,1975,0.021,CDIAC
LCA,1976,0.023,CDIAC
LCA,1977,0.019,CDIAC
LCA,1978,0.027,CDIAC
LCA,1979,0.041,CDIAC
LCA,1980,0.031,CDIAC
LCA,1981,0.026,CDIAC
LCA,1982,0.031,CDIAC
LCA,1983,0.028,CDIAC
LCA,1984,0.031,CDIAC
LCA,1985,0.035,CDIAC
LCA,1986,0.036,CDIAC
LCA,1987,0.040,CDIAC
LCA,1988,0.045,CDIAC
LCA,1989,0.045,CDIAC
LCA,1990,0.044,CDIAC
LCA,1991,0.046,CDIAC
LCA,1992,0.041,CDIAC
LCA,1993,0.063,CDIAC
LCA,1994,0.070,CDIAC
LCA,1995,0.084,CDIAC
LCA,1996,0.088,CDIAC
LCA,1997,0.083,CDIAC
LCA,1998,0.080,CDIAC
LCA,1999,0.091,CDIAC
LCA,2000,0.095,CDIAC
LCA,2001,0.095,CDIAC
LCA,2002,0.079,CDIAC
LCA,2003,0.098,CDIAC
LCA,2004,0.097,CDIAC
LCA,2005,0.100,CDIAC
LCA,2006,0.100,CDIAC
LCA,2007,0.105,CDIAC
LCA,2008,0.108,CDIAC
LCA,2009,0.105,CDIAC
LCA,2010,0.110,CDIAC
LCA,2011,0.111,CDIAC
LCA,2012,0.111,CDIAC
LCA,2013,0.111,CDIAC
LCA,2014,0.111,CDIAC
LCA,2015,0.112,CDIAC
LCA,2016,0.113,CDIAC
LCA,2017,0.114,BP
LCA,2018,0.115,BP
LIE,1959,,CDIAC
LIE,1960,,CDIAC
LIE,1961,,CDIAC
LIE,1962,,CDIAC
LIE,1963,,CDIAC
LIE,1964,,CDIAC
LIE,1965,,CDIAC
LIE,1966,,CDIAC
LIE,1967,,CDIAC
LIE,1968,,CDIAC
LIE,1969,,CDIAC
LIE,1970,,CDIAC
LIE,1971,,CDIAC
LIE,1972,,CDIAC
LIE,1973,,CDIAC
LIE,1974,,CDIAC
LIE,1975,,CDIAC
LIE,1976,,CDIAC
LIE,1977,,CDIAC
LIE,1978,,CDIAC
LIE,1979,,CDIAC
LIE,1980,,CDIAC
LIE,1981,,CDIAC
LIE,1982,,CDIAC
LIE,1983,,CDIAC
LIE,1984,,CDIAC
LIE,1985,,CDIAC
LIE,1986,,CDIAC
LIE,1987,,CDIAC
LIE,1988,,CDIAC
LIE,1989,,CDIAC
LIE,1990,0.054,UNFCCC
LIE,1991,0.056,UNFCCC
LIE,1992,0.056,UNFCCC
LIE,1993,0.059,UNFCCC
LIE,1994,0.055,UNFCCC
LIE,1995,0.056,UNFCCC
LIE,1996,0.056,UNFCCC
LIE,1997,0.060,UNFCCC
LIE,1998,0.063,UNFCCC
LIE,1999,0.062,UNFCCC
LIE,2000,0.059,UNFCCC
LIE,2001,0.059,UNFCCC
LIE,2002,0.060,UNFCCC
LIE,2003,0.063,UNFCCC
LIE,2004,0.063,UNFCCC
LIE,2005,0.062,UNFCCC
LIE,2006,0.063,UNFCCC
LIE,2007,0.055,UNFCCC
LIE,2008,0.060,UNFCCC
LIE,2009,0.056,UNFCCC
LIE,2010,0.052,UNFCCC
LIE,2011,0.048,UNFCCC
LIE,2012,0.051,UNFCCC
LIE,2013,0.053,UNFCCC
LIE,2014,0.044,UNFCCC
LIE,2015,0.043,UNFCCC
LIE,2016,0.041,UNFCCC
LIE,2017,0.042,UNFCCC
LIE,2018,0.042,BP
LKA,1959,0.561,CDIAC
LKA,1960,0.616,CDIAC
LKA,1961,0.637,CDIAC
LKA,1962,0.699,CDIAC
LKA,1963,0.691,CDIAC
LKA,1964,0.620,CDIAC
LKA,1965,0.725,CDIAC
LKA,1966,0.726,CDIAC
LKA,1967,0.804,CDIAC
LKA,1968,0.884,CDIAC
LKA,1969,1.178,CDIAC
LKA,1970,0.981,CDIAC
LKA,1971,0.872,CDIAC
LKA,1972,0.966,CDIAC
LKA,1973,1.006,CDIAC
LKA,1974,0.799,CDIAC
LKA,1975,0.790,CDIAC
LKA,1976,0.764,CDIAC
LKA,1977,0.794,CDIAC
LKA,1978,0.938,CDIAC
LKA,1979,1.040,CDIAC
LKA,1980,0.925,CDIAC
LKA,1981,1.093,CDIAC
LKA,1982,1.219,CDIAC
LKA,1983,1.325,CDIAC
LKA,1984,1.051,CDIAC
LKA,1985,1.069,CDIAC
LKA,1986,0.999,CDIAC
LKA,1987,1.099,CDIAC
LKA,1988,0.943,CDIAC
LKA,1989,0.941,CDIAC
LKA,1990,1.045,CDIAC
LKA,1991,1.129,CDIAC
LKA,1992,1.394,CDIAC
LKA,1993,1.358,CDIAC
LKA,1994,1.484,CDIAC
LKA,1995,1.587,CDIAC
LKA,1996,1.902,CDIAC
LKA,1997,2.052,CDIAC
LKA,1998,2.111,CDIAC
LKA,1999,2.325,CDIAC
LKA,2000,2.766,CDIAC
LKA,2001,2.819,CDIAC
LKA,2002,2.988,CDIAC
LKA,2003,2.989,CDIAC
LKA,2004,3.315,CDIAC
LKA,2005,3.257,CDIAC
LKA,2006,3.219,CDIAC
LKA,2007,3.316,CDIAC
LKA,2008,3.272,CDIAC
LKA,2009,3.533,CDIAC
LKA,2010,3.562,CDIAC
LKA,2011,4.063,CDIAC
LKA,2012,4.312,CDIAC
LKA,2013,4.006,CDIAC
LKA,2014,4.828,CDIAC
LKA,2015,5.412,CDIAC
LKA,2016,6.285,CDIAC
LKA,2017,6.681,BP
LKA,2018,6.378,BP
LSO,1959,,CDIAC
LSO,1960,,CDIAC
LSO,1961,,CDIAC
LSO,1962,,CDIAC
LSO,1963,,CDIAC
LSO,1964,,CDIAC
LSO,1965,,CDIAC
LSO,1966,,CDIAC
LSO,1967,,CDIAC
LSO,1968,,CDIAC
LSO,1969,,CDIAC
LSO,1970,,CDIAC
LSO,1971,,CDIAC
LSO,1972,,CDIAC
LSO,1973,,CDIAC
LSO,1974,,CDIAC
LSO,1975,,CDIAC
LSO,1976,,CDIAC
LSO,1977,,CDIAC
LSO,1978,,CDIAC
LSO,1979,,CDIAC
LSO,1980,,CDIAC
LSO,1981,,CDIAC
LSO,1982,,CDIAC
LSO,1983,,CDIAC
LSO,1984,,CDIAC
LSO,1985,,CDIAC
LSO,1986,,CDIAC
LSO,1987,,CDIAC
LSO,1988,,CDIAC
LSO,1989,,CDIAC
LSO,1990,0.402,CDIAC
LSO,1991,0.417,CDIAC
LSO,1992,0.433,CDIAC
LSO,1993,0.446,CDIAC
LSO,1994,0.457,CDIAC
LSO,1995,0.466,CDIAC
LSO,1996,0.474,CDIAC
LSO,1997,0.483,CDIAC
LSO,1998,0.492,CDIAC
LSO,1999,0.498,CDIAC
LSO,2000,0.505,CDIAC
LSO,2001,0.512,CDIAC
LSO,2002,0.520,CDIAC
LSO,2003,0.527,CDIAC
LSO,2004,0.541,CDIAC
LSO,2005,0.549,CDIAC
LSO,2006,0.556,CDIAC
LSO,2007,0.566,CDIAC
LSO,2008,0.580,CDIAC
LSO,2009,0.605,CDIAC
LSO,2010,0.621,CDIAC
LSO,2011,0.635,CDIAC
LSO,2012,0.654,CDIAC
LSO,2013,0.661,CDIAC
LSO,2014,0.663,CDIAC
LSO,2015,0.640,CDIAC
LSO,2016,0.685,CDIAC
LSO,2017,0.760,BP
LSO,2018,0.726,BP
LTU,1959,3.262,CDIAC
LTU,1960,3.397,CDIAC
LTU,1961,3.506,CDIAC
LTU,1962,3.684,CDIAC
LTU,1963,3.954,CDIAC
LTU,1964,4.207,CDIAC
LTU,1965,4.464,CDIAC
LTU,1966,4.716,CDIAC
LTU,1967,4.936,CDIAC
LTU,1968,5.079,CDIAC
LTU,1969,5.293,CDIAC
LTU,1970,5.569,CDIAC
LTU,1971,5.923,CDIAC
LTU,1972,6.244,CDIAC
LTU,1973,6.522,CDIAC
LTU,1974,6.786,CDIAC
LTU,1975,7.147,CDIAC
LTU,1976,7.427,CDIAC
LTU,1977,7.687,CDIAC
LTU,1978,7.960,CDIAC
LTU,1979,8.028,CDIAC
LTU,1980,8.346,CDIAC
LTU,1981,8.207,CDIAC
LTU,1982,8.364,CDIAC
LTU,1983,8.495,CDIAC
LTU,1984,8.579,CDIAC
LTU,1985,9.241,CDIAC
LTU,1986,9.277,CDIAC
LTU,1987,9.241,CDIAC
LTU,1988,9.495,CDIAC
LTU,1989,9.299,CDIAC
LTU,1990,9.767,UNFCCC
LTU,1991,10.339,UNFCCC
LTU,1992,5.782,UNFCCC
LTU,1993,4.457,UNFCCC
LTU,1994,4.298,UNFCCC
LTU,1995,4.095,UNFCCC
LTU,1996,4.274,UNFCCC
LTU,1997,4.113,UNFCCC
LTU,1998,4.336,UNFCCC
